City,Venue,Venue Category
Kırıkkale,Beykonakları Çeşm-İ Cihan,Theme Restaurant
Kırıkkale,Yahşihan Piknik Parkı,Park
Kırıkkale,LOFS GYM,Gym / Fitness Center
Kırıkkale,Melih Et & Mangal,Steakhouse
Kırıkkale,Komagene,Café
Kırıkkale,Mke havuzu,Pool
Kırıkkale,Fun Time Bowling,Bowling Alley
Kırıkkale,Sezen Hookah Lounge,Hookah Bar
Kırıkkale,Güven Şekerleme,Candy Store
Kırıkkale,Eypark Restorant,Turkish Restaurant
Kırıkkale,Atlantik Halısaha Tesisi,Soccer Field
Kırıkkale,Kahveci Pehlivan,Coffee Shop
Kırıkkale,Oskar Cafe & Bistro,Café
Kırıkkale,Çitlekçi,Candy Store
Kırıkkale,BOMB Burger,Burger Joint
Kırıkkale,Kızılırmak Restaurant,BBQ Joint
Kırıkkale,Beyaz Saray Otel Cafe & Bistro,Restaurant
Kırıkkale,Kırıkkale Altunbilekler Avm,Department Store
Kırıkkale,Joy Port Eğlence Merkezi,Bowling Alley
Kırıkkale,Cinemaximum,Movie Theater
Kırıkkale,Turkuaz Cafe Bistro,Theme Restaurant
Kırıkkale,Sürmeli At Çiftliği,Farm
Kırıkkale,Meşhur Adıyaman Çiğ Köftecisi,Cigkofte Place
Kırıkkale,Köfteci Yusuf,Kofte Place
Kırıkkale,Komagene Çiğ Köfte,Snack Place
Kırıkkale,Süvariler At Çiftliği,Zoo
Kırıkkale,iWaffle,Dessert Shop
Kırıkkale,Demlik Cafe&Bistro,Café
Kırıkkale,Vitaminci & Çitlekçi Coffee,Café
Kırıkkale,Bayramefendi Osmanlı Kahvecisi,Coffee Shop
Kırıkkale,Çeşnigir Restaurant,Restaurant
Kırıkkale,Kardelen Marina Bistro & Patisserie,Café
Kırıkkale,Tüpraş Sosyal Tesisler Kulüp,Restaurant
Kırıkkale,Muhsin Yazıcıoğlu Parkı,Park
Kırıkkale,Vural Alabalık,Fish & Chips Shop
Kırıkkale,Wedoy's Kavurma Burger,Burger Joint
Kırıkkale,RİVA LOUNGE COFFEE (Riva Lounge Coffee),Coffee Shop
Kırıkkale,Richie Rich,Café
Kırıkkale,Kaffa Coffee Co.,Coffee Shop
Kırıkkale,Severse Döner,Food Court
Kırıkkale,Şahane Cafe,Café
Kırıkkale,Bay Baker,Bakery
Kırıkkale,Kahve-i Han,Steakhouse
Kırıkkale,Lokmahane,Comfort Food Restaurant
Kırıkkale,X Fit,Gym
Kırıkkale,MKE Havuz & Restaurant,Water Park
Kırıkkale,Mısırcı Amca Cafe & Bistro,Café
Kırıkkale,Bahşılı Bahçe,Campground
Kırıkkale,Waterfall Kahve Evi,Café
Kırıkkale,Tuğlalı Gazinosu,Brewery
Kırıkkale,Ekomini,Convenience Store
Kırıkkale,Asmali Konak,Turkish Restaurant
Batman,Kıra Dağı,Mountain
Batman,Batman Tüpraş Sosyal Tesisleri,Boarding House
Batman,TPAO Site Parkı,Park
Batman,Cuma Usta,Restaurant
Batman,Batman TPAO Sosyal Tesisleri,Turkish Restaurant
Batman,Patroon Hookah Lounge,Café
Batman,Hasankeyf Kalesi,Castle
Batman,Cafe Petrol,Café
Batman,The Black Cafe,Café
Batman,Kahve Deryası,Café
Batman,Xalo Heyran Ciğercisi,Kebab Restaurant
Batman,Diyarbakır Kadayıfçısı Hüseyin Usta,Dessert Shop
Batman,Batı Raman,Mountain
Batman,Kristal Park,Turkish Restaurant
Batman,Gaziantepli İnaloğlu Baklavacısı,Café
Batman,Petrol Cafe & Fırın,Bakery
Batman,Aslı Fırın & Cafe,Bakery
Batman,Saray Nargile Cafe,Hookah Bar
Batman,Geçit Büryan,Steakhouse
Batman,Lounge Boss,Café
Batman,Gonca Çiçek ve Davet,Flower Shop
Batman,Ahmet Çelik Sanat Atölyesi Cafe,Art Gallery
Batman,Mehmet Usta Ocakbaşı,Steakhouse
Batman,Geçit Büryan,Steakhouse
Batman,Ekinciler Kuyumculuk,Jewelry Store
Batman,Corner Coffee,Café
Batman,Ziyade Et Lokantası,Comfort Food Restaurant
Batman,Kahve Kalbi,Café
Batman,Mehmet Usta,Comfort Food Restaurant
Batman,The Ancıent Mesopotamia Hotel,Hotel
Batman,Meşhur Çorbacı Mehmet Usta,Restaurant
Batman,Marina Cafe & Restaurant,Restaurant
Batman,Bahçevan Ocakbaşı,Kebab Restaurant
Batman,MAP LOUNGE,Café
Batman,Dospresso Coffee & Donut,Coffee Shop
Batman,Big Mamma's,Café
Batman,Alaçatı Muhallebicisi,Café
Batman,Gönül Kahvesi,Coffee Shop
Batman,PINAR WEDDING EVENTS,Flower Shop
Batman,Çömçe Et Lokantası,Turkish Restaurant
Batman,Bağdat Çarşısı,Candy Store
Batman,Çırağan Kavurma & Et Lokantası,Turkish Restaurant
Batman,Fitness Life Spor ve Yaşam Merkezi,Gym / Fitness Center
Batman,Petra Cafe,Café
Batman,Coffee Shop,Coffee Shop
Batman,Mado,Café
Batman,Moon Cafe&Restaurant,Coffee Shop
Batman,batı raman,Mountain
Batman,Mavilim Cafe,Arcade
Batman,Artukbey Coffee & Shop,Café
Batman,Batman Sarar,Clothing Store
Batman,Geçit Büryan,Steakhouse
Batman,Loboo Lounge,Lounge
Batman,Batman Gülistan Caddesi,Clothing Store
Batman,Atlıhan Park Hotel,Hotel
Batman,Mavi,Clothing Store
Batman,Damak Künefe,Dessert Shop
Batman,hasankeyf,Water Park
Batman,Özsüt,Café
Batman,Cafe Enfes,Café
Batman,Batman Müze Müdürlüğü,History Museum
Batman,Bohem Cafe,Café
Batman,Sadık Künefe,Dessert Shop
Batman,Cafe Ste,Italian Restaurant
Batman,Dedeman Restaurant,Steakhouse
Batman,Şirin Ocakbaşı,Steakhouse
Batman,Kokoreççi ve Şırdancı Mevlüt Usta,Restaurant
Batman,Bayramefendi Osmanlı Kahvecisi,Coffee Shop
Batman,Batman Öğretmen Evi Ceruz Cafe,Buffet
Batman,Real Konak Hotel,Hotel
Batman,Şens Cafe & Bar,Bar
Batman,Hhis Fit Clup,Gym / Fitness Center
Batman,Şerzan Kurt Parkı,Park
Batman,Bi Börek,Food Court
Batman,Cafe J'Adore,Lounge
Batman,Zapatista Kahve,Coffee Shop
Batman,Kahve Special,Coffee Shop
Batman,İzgi Turhan Otel,Hotel
Batman,"Beyzade Lahmacun, Pide ve Izgara Salonu",Diner
Batman,Grand Hasankeyf Otel,Hotel
Batman,Özperk Bağevi & Çiftlik,Farm
Batman,Akçaabat Köftecisi Köfte&köfte,Kofte Place
Batman,Ottoman Nargile Atölyesi,Hookah Bar
Batman,Gold Gym,Gym / Fitness Center
Batman,Cafe Fısıltı,Café
Batman,Lokma Palace Cafe,Café
Batman,Petrol kafe,Bar
Batman,Haşlamacı Memet Usta,Turkish Restaurant
Batman,GOLD GYM VİP SPOR & SPA MERKEZİ,Gym / Fitness Center
Batman,Batman Öğretmen Evi,Boarding House
Batman,Tavuk Dünyası,Fried Chicken Joint
Batman,Mehmet Usta Ocakbaşı,Food Court
Batman,Ramazan Usta'nın Yeri,Restaurant
Batman,Aşbaz Et Lokantası,Comfort Food Restaurant
Batman,Ali Usta Restaurant,Steakhouse
Batman,Paradigma Kitap Evi,Public Art
Batman,Ciğerci Çavuş,Kebab Restaurant
Batman,Hasankeyf Suyun Üstünde Yemek,Turkish Restaurant
Batman,Nacaroğlu Baklavaları,Dessert Shop
Batman,Jolly Star,Pub
Şırnak,Artukbey Coffee & Shop,Coffee Shop
Şırnak,Nuhun Gemisi Cafe (Nuhun Gemisi),Turkish Restaurant
Şırnak,Sefine Park Cafe & Restaurant,Park
Şırnak,Şehr-i Nuh Otel,Hotel
Şırnak,Has Simit Evi,Bagel Shop
Şırnak,Big Yellow Taxi Benzin,Café
Şırnak,Öz Diyarbakır Pastanesi,Pie Shop
Şırnak,Yıldızsaray Pastanesi,Café
Şırnak,Şehri Nuh  Otel Lobby,Hotel Bar
Şırnak,Sadık Künefe,Dessert Shop
Şırnak,Şırnak Üniversitesi Konukevi,Hotel
Şırnak,Öz Diyarbakır Sofrası,Restaurant
Şırnak,SEHR-I NUH OTEL( FITNESS),Gym
Şırnak,Maestro Cafe & Bistro,Bar
Şırnak,23. Jandarma Sınır Tümeni Yazlık Bahçe,Garden
Şırnak,Sefine Caffee,Café
Şırnak,Şehr-i Nuh Otel Restaurant,Restaurant
Şırnak,Garden City Cafe,Café
Şırnak,Kadayıfçı Ali Usta,Dessert Shop
Şırnak,Viva Cafe,Café
Şırnak,Şırnak Meydan,Plaza
Şırnak,Kahve Evi,Coffee Shop
Şırnak,Müşüle Büryan Ve Alabalık Tesisi,BBQ Joint
Şırnak,01 ADANA KEBAP EVİ,Turkish Restaurant
Şırnak,Pasaport Pizza,Pizza Place
Şırnak,Şırnak Belediyesi Aile Çay Bahçesi,Tea Room
Şırnak,Cudi Cafe,Café
Şırnak,Tadoworld Pasta & Cafe,Café
Şırnak,Lc Waikiki,Clothing Store
Şırnak,Turkcell İletişim Merkezi,Mobile Phone Shop
Şırnak,İkizce Ba-ru Dinlenme Tesisleri,Recreation Center
Şırnak,İlhan Kardeşler Gıda,Health Food Store
Şırnak,Hilton Patisserie & Cafe,Café
Şırnak,Baru Dinlenme Tesisleri,Rest Area
Şırnak,Pizza Hill,Pizza Place
Şırnak,23. Jandarma Sınır Tümen Komutanlığı Misafirhanesi,Boarding House
Şırnak,Şırnak Tümen Komutanlığı Sosyal Tesisleri,Military Base
Şırnak,Ekomini,Convenience Store
Şırnak,Nuh Restaurant,Turkish Restaurant
Şırnak,Eko Çiftçiler 3,Shopping Mall
Şırnak,Katık Döner,Doner Restaurant
Şırnak,Kaymakam Çeşmesi,Campground
Şırnak,ŞIRNAK/GÜNEYÇAM ANA ÜST BÖLGESİ,Campground
Şırnak,Bestler Dereler,Mountain
Şırnak,şırnak yeniaslanbaşar,Mountain
Bartın ,Kozcağız,Diner
Bartın ,Can Alabalık Tesisleri,Seafood Restaurant
Bartın ,can Alabalık,Seafood Restaurant
Bartın ,Aşıklar Yolu,Mountain
Bartın ,Arslan Alabalık,Seafood Restaurant
Bartın ,Kahveland,Café
Bartın ,Kozcağız,Other Great Outdoors
Bartın ,seçkin cafe,Café
Bartın ,Sercan Ateş Fırını Cafe-Pastane,Pastry Shop
Bartın ,Merdane Cafe,Turkish Home Cooking Restaurant
Bartın ,Kİ-OK'S Sport Center,Gym / Fitness Center
Bartın ,aydoğanlar hamburger,Burger Joint
Bartın ,Kemikpark Otel,Hotel
Bartın ,Cafe Gala,Café
Bartın ,Ahbap PUB,Bar
Bartın ,Merdane Ev Yemekleri,Food Court
Bartın ,Southill Cafe & Restaurant,Café
Bartın ,Umut Café,Café
Bartın ,Café De Limon,Food Court
Bartın ,Balıkçı Şahin'in Yeri Restaurant,Steakhouse
Bartın ,Bartın,Garden
Bartın ,Yalı Balmar,Convenience Store
Bartın ,no 22 pub,Pub
Bartın ,Cafe Karışık,Café
Bartın ,Bartin Fatma Hanimin Konagi,Hotel
Bartın ,Balmar Çağlayan Şubesi,Grocery Store
Bartın ,Dönerci,Doner Restaurant
Bartın ,Sindoma Otel,Hotel
Bartın ,Balmar Stadyum Subesi,Convenience Store
Bartın ,Bartın Arena Halı Saha,Soccer Field
Bartın ,Bosso Coffee,Café
Bartın ,Çağdaş Spor Merkezi MEGA,Gym / Fitness Center
Bartın ,Gönül Kahvesi,Coffee Shop
Bartın ,Seymen Yapı - Vitra-Artema-Ege Seramik-Newarc,Department Store
Bartın ,Nife Cafe & Restaurant,Restaurant
Bartın ,Sister's,Café
Bartın ,Yeşil Yalı,Steakhouse
Bartın ,FIRINIMM,Bakery
Bartın ,Santra Halısaha Tesisi,Soccer Stadium
Bartın ,Pasaport Pizza Bartin,Pizza Place
Bartın ,Cafe'de Nostalji,Café
Bartın ,Çatı Cafe,Café
Bartın ,Gül-ce cafe,Café
Bartın ,Bahhce Cafe & Bistro,Café
Bartın ,Avara Sucukları - Sucuk Et Mangal,Food & Drink Shop
Bartın ,Kahve Aşkına,Café
Bartın ,Ömer Tepesi Stadyumu,Soccer Field
Bartın ,İnkumu Teras,Turkish Restaurant
Bartın ,Asmalı Konak,Turkish Restaurant
Bartın ,Aytekin'in Çay Bahçesi,Café
Bartın ,Kafe ŞEMS,Café
Bartın ,Patron Cafe & Restaurant,Café
Bartın ,Marina Cafe & Bistro,Café
Bartın ,İstasyon Lounge,Lounge
Bartın ,The Hübba Food & Drink,Café
Bartın ,iMeCe Cafe,Café
Bartın ,moda pastanesi,Dessert Shop
Bartın ,Kaf Konak & Rukiye Restaurant,Restaurant
Bartın ,Kuzum Kokoreç,Kokoreç Restaurant
Bartın ,Arça Cafe&Grill,Café
Bartın ,SOKAK KAHVECİSİ,Café
Bartın ,Kemer,Plaza
Bartın ,Guzelcehisar Sahili,Beach
Bartın ,Cafe Su,Café
Bartın ,Emka Home Garden Cafe Bistro,Café
Bartın ,Taşhan Çekirdek Cafe,Café
Bartın ,Bartın Öğretmen Evi,Boarding House
Bartın ,Turkcell İletişim Merkezi,Mobile Phone Shop
Bartın ,Çorbacı Esat'ın Yeri,Soup Place
Bartın ,Zafer Alabalık Tesisleri,Fishing Spot
Bartın ,Damla Et Mangal,Restaurant
Bartın ,Oba Restaurant,Restaurant
Bartın ,Henry Jones,Café
Bartın ,Mavi Dünya Spor Kompleksi,Gym / Fitness Center
Bartın ,Yemen Kahvesi,Coffee Shop
Bartın ,Boğaziçi Otel,Hotel
Bartın ,Bağdatlı Alabalık,Seafood Restaurant
Bartın ,İkram Dondurma 🍦,Café
Bartın ,B&M Balıkevi,Fish & Chips Shop
Bartın ,Richie Ri€H,Lounge
Bartın ,Menekşe Cafe Patisseria,Café
Bartın ,Taş Han,Beer Garden
Bartın ,Yalı Sevgi Parkı,Park
Bartın ,Büyük Osmanlı Kahvecisi,Coffee Shop
Bartın ,Adres 20 Cafe & Restaurant,Café
Bartın ,OneLove Cafe,Café
Bartın ,Bon Marche Cafe Restaurant,Café
Bartın ,Karadiken Mesire ve Piknik Alanı,Campground
Bartın ,ufukmobilya,Furniture / Home Store
Bartın ,Gazhane Kültür Parkı,Park
Bartın ,Şahin Alabalık,Fish & Chips Shop
Bartın ,Dirhem Steakhouse & Cafè,Steakhouse
Bartın ,Nokta Tekel,Whisky Bar
Bartın ,Marketim,Convenience Store
Bartın ,Ali Yay Yaşam Park,Theme Park
Bartın ,Özkanlar Şiremir Park,Furniture / Home Store
Bartın ,Balkaya Fırın & Cafe,Café
Bartın ,Burger King,Fast Food Restaurant
Bartın ,Türbe,Campground
Bartın ,özlem fitness center,Gym / Fitness Center
Ardahan,Bingöl Lokantası,Diner
Ardahan,Konya Etli Ekmek,Pide Place
Ardahan,Kura Parkı,Park
Ardahan,Tarihi Hasır Ocak Başı,Restaurant
Ardahan,Hanım Eli Kesme,Diner
Ardahan,Ardahan Özge Mantı Evi,Turkish Restaurant
Ardahan,Neşve,Coffee Shop
Ardahan,Jüpiter Kitap Cafe,Café
Ardahan,Yemen Kahvesi,Café
Ardahan,Bahar Kahvaltı & Cafe,Café
Ardahan,Kahve Molası,Café
Ardahan,Bingöl Kadayif Ve Kunefe Salonu,Dessert Shop
Ardahan,özge mantı evi,Manti Place
Ardahan,Alaşara,Café
Ardahan,Aktaş Et Mangal,Steakhouse
Ardahan,Migros,Supermarket
Ardahan,Şölen Cafe,Café
Ardahan,Ardahan Kalesi,Historic Site
Ardahan,My SporLife Fitness Center,Athletics & Sports
Ardahan,Süleymanoğlu Pide Lahmacun,Cajun / Creole Restaurant
Ardahan,ardahan çamliçatak ormanı,Campground
Ardahan,Kuzey Yıldızı Boutıque Otel,Hotel
Ardahan,Ahsen Pastanesi,Turkish Restaurant
Ardahan,Ardahan Kent Parkı,Park
Ardahan,Kaya Ocakbasi,Food
Ardahan,Patika Cafe,Music Venue
Ardahan,Turkcell İletişim Merkezi,Mobile Phone Shop
Ardahan,Ahsen Cafe,Breakfast Spot
Ardahan,Ustam Kokorec,Fast Food Restaurant
Ardahan,Vodafone Cep Merkezi,Mobile Phone Shop
Ardahan,Kahve Molası,Coffee Shop
Ardahan,VESTEL,Electronics Store
Ardahan,Adıyamanlı Çiğköfteci ardahan,Turkish Restaurant
Ardahan,Yörem Cağ Kebap,Comfort Food Restaurant
Ardahan,Alihanoğulları ocakbaşı,Bar
Ardahan,Ekomini,Convenience Store
Ardahan,Arçelik,Electronics Store
Ardahan,Ekomini,Convenience Store
Ardahan,Ekomini,Convenience Store
Ardahan,My Sport life,Athletics & Sports
Ardahan,Şok Market,Grocery Store
Ardahan,Avea,Electronics Store
Ardahan,Bingol Lokantasi,Doner Restaurant
Ardahan,Yanlızçam Kayak Merkezi,Tourist Information Center
Ardahan,Yalnızçam Otel,Resort
Ardahan,Kars Şehir Cafe,Café
Ardahan,ardaha gölgeli köyü,Concert Hall
Ardahan,Çamlıçatak Yaylası,Nightclub
Ardahan,Şavşat Nokta,Plaza
Ardahan,Arpaşen köyü,Farm
Ardahan,Ardahan-Artvin Karayolu,Moving Target
Ardahan,bülbülhan yaylası,Farm
Ardahan,Sarzep,Bath House
Ardahan,Budaklı Köyü,Mountain
Ardahan,Kars,Arts & Entertainment
Ardahan,Dedegul Koyu,Garden
Ardahan,Gölebert,Scenic Lookout
Ardahan,Yalnızçam Sky Center,Roller Rink
Ardahan,Hokam,Farm
Ardahan,samzelek,Farm
Iğdır,Hayalim Cafe,Hookah Bar
Iğdır,Kahve Diyarı,Café
Iğdır,Ottoman Nargile Atölyesi,Hookah Bar
Iğdır,Atlantis Oyun Salonu & Cafe,Arcade
Iğdır,Simitçi Dünyası,Bagel Shop
Iğdır,Big Yellow Taxi Benzin,Pub
Iğdır,Yeşilçam Kahve Evi,Coffee Shop
Iğdır,Yemen Kahvesi,Coffee Shop
Iğdır,Bayramefendi Osmanlı Kahvecisi,Coffee Shop
Iğdır,Villa Cafe,Garden
Iğdır,Çorbacı İbo,Soup Place
Iğdır,Domino's Pizza,Pizza Place
Iğdır,Süvari Coffee &Tea,Coffee Shop
Iğdır,Mersin Tantuni,Tantuni Restaurant
Iğdır,Şehzadebey Katmer - Künefe,Dessert Shop
Iğdır,Kafedo,Tea Room
Iğdır,Albatros,Bistro
Iğdır,Granada Cafe & Restaurant,Café
Iğdır,Yalçın’ın Yeri,Hookah Bar
Iğdır,Sanat Sokağı Cafe,Cafeteria
Iğdır,Burger King,Fast Food Restaurant
Iğdır,Pro Fitness Iğdir,Gym / Fitness Center
Iğdır,Cafe Balkon,Café
Iğdır,Lifestyle Fitness & Wellness,Gym / Fitness Center
Iğdır,Cafe Pella,Café
Iğdır,Cafe Nur,Tea Room
Iğdır,Beyrut Cafe,Café
Iğdır,Zehra Avm,Grocery Store
Iğdır,Gönüloğlu Lokantası,Eastern European Restaurant
Iğdır,Cafe Bahane,Café
Iğdır,Cadde Waffle,Café
Iğdır,Mado,Café
Iğdır,Sanayi Et Restaurant,Restaurant
Iğdır,Kumsal Aile Okey Salonu,Arcade
Iğdır,Diyarbakır Ciğercisi,Steakhouse
Iğdır,Semeni Restaurant,Restaurant
Iğdır,Iğdır Üniversitesi Konuk Evi,Boarding House
Iğdır,Alice'deyiz,Hookah Bar
Iğdır,Yazboz Eğlence Merkezi,Arcade
Iğdır,Cafe Pipo,Lounge
Iğdır,Gaga Cafe,Café
Iğdır,Dostlar Çay Evi,Hookah Bar
Iğdır,Erkoç Cağ Kebabı,Steakhouse
Iğdır,Papilla Cafe & Pastane,Café
Iğdır,Soykırım Anıt ve Müzesi,History Museum
Iğdır,Kahveland,Coffee Shop
Iğdır,İstanbul Simit Sarayı,Bagel Shop
Iğdır,Otel Olimpia,Hotel
Iğdır,Pizza Roma,Italian Restaurant
Iğdır,Kardesler Playstation,Arcade
Iğdır,Köşem Sıcak Tatlı,Dessert Shop
Iğdır,LC Waikiki,Clothing Store
Iğdır,Dedemin Hotel 2,Hotel
Iğdır,Hotel Gold Yıldırım,Hotel
Iğdır,Cafe's,Lounge
Iğdır,İnci Lunapark,Theme Park Ride / Attraction
Iğdır,Nar Et & Mangal,Steakhouse
Iğdır,Iğdır Airport Tower,Airport
Iğdır,ağrı dağının eteğinde,Mountain
Iğdır,Star Royal Otel,Hotel
Iğdır,Huzur Tepesi,Mountain
Iğdır,Ocakbaşı Et Lokantası,Diner
Iğdır,Clup Arena,Nightclub
Iğdır,Zevki Sefa Azerbaycan Sofrası,Comfort Food Restaurant
Iğdır,Grandtepe,Nightclub
Iğdır,Iğdır Şehit Bülent Aydın Havalimanı (IGD) (Iğdır Şehit Bülent Aydın Havalimanı),Airport
Iğdır,Fani nin yeri,American Restaurant
Iğdır,Siyah Beyaz Kebap (Iğdır),Kebab Restaurant
Iğdır,Kent Ormanı,Garden
Iğdır,AVCI BAĞEVİ,Hotel
Iğdır,alibeyköy,Mountain
Iğdır,Kuzugüden Big City,Bay
Iğdır,Iğdır ARFF Kurtarma İstasyonu,Airport
Iğdır,Iğdır Hava Trafik Kontrol Kulesi,Airport Service
Iğdır,Iğdır Airport VIP Lounge,Airport Lounge
Iğdır,Ejder Kervansaray,Historic Site
Iğdır,HASTANE CAFE,Café
Iğdır,keyif ocakbaşı kebap,Ukrainian Restaurant
Iğdır,HAKRA İNŞAAT GÜRPINAR TAŞ OCAĞI,Mountain
Iğdır,Şahin Park,Theme Park
Iğdır,Iğdır,Castle
Iğdır,Cafe De Paris,Café
Iğdır,Maydanoz Cafe,Café
Iğdır,Yemen Kahvesi,Coffee Shop
Iğdır,Ve-Şef Soğuk Hava Deposu,Intersection
Iğdır,Suveren Dağları,Farm
Iğdır,inci et lokantas,Turkish Restaurant
Iğdır,Kavakların İçinde,Garden
Iğdır,Calpala,Rest Area
Iğdır,Merfix Yapı Kimyasalları,Construction & Landscaping
Iğdır,KİTİ,Plaza
Iğdır,Kadıkışlak,Farm
Iğdır,Ermenistan-Nahcıwan Sınır,Border Crossing
Yalova,Lova Hotel Spa,Hotel
Yalova,NossFit Club,Gym / Fitness Center
Yalova,Safransisco Bahce,Breakfast Spot
Yalova,Müzeyyen'in Sofrası,Café
Yalova,Karaca  Arboretum,Botanical Garden
Yalova,Bahçeden Kahvaltı & Et Mangal,Breakfast Spot
Yalova,Reflex Sports Club,Gym
Yalova,Yalova Fenerbahçeliler Derneği,Café
Yalova,RİVAY-ET STEAK HOOKAH LOUNGE,Steakhouse
Yalova,Cerebrum Fitness,Gym
Yalova,Şamdan  COFFEE&MORE,Café
Yalova,so coffee&breakfast,Breakfast Spot
Yalova,Köfteci Yusuf,Kofte Place
Yalova,Choridor Coffee Shop,Coffee Shop
Yalova,Kaptan Hali Saha,Soccer Field
Yalova,VARENNA İTALİA,Coffee Shop
Yalova,Guitar Heroes,Gaming Cafe
Yalova,Öncü Fırın & Cafe,Bakery
Yalova,Latika Restaurant & Pub,Gastropub
Yalova,Sole Route,Café
Yalova,Balıkçı Hasan,Food Truck
Yalova,Yörük Cafe,Music Venue
Yalova,Safa Bahcesi,Café
Yalova,Efsane Fırın,Bakery
Yalova,U.S Polo USPA Yalova,Clothing Store
Yalova,Otantik Bahçe,Diner
Yalova,Y Közde Piliç,Fried Chicken Joint
Yalova,Dondurmam Gelato,Ice Cream Shop
Yalova,Lokanta Cihangir,Turkish Home Cooking Restaurant
Yalova,cha tea art,Café
Yalova,Btperformance,Auto Workshop
Yalova,WAFFLE BUN + KUMPİR,Café
Yalova,Yalova Golf Club,Mini Golf
Yalova,Beyoğlu Aile Çay Bahçesi,Tea Room
Yalova,Yalova Sahili,Waterfront
Yalova,Nazomed Kuaför ve Medikal Estetik,Health & Beauty Service
Yalova,Yürüyen Köşk,Museum
Yalova,Yalova Kent Müzesi,Museum
Yalova,Kumsalda Balık,Seafood Restaurant
Yalova,Özbaşkanlar Kasap&Izgara Restoran,Steakhouse
Yalova,AltınBalık Sahil,Seafood Restaurant
Yalova,Flagment Cafe,Café
Yalova,Deniz Balıkçılık,Seafood Restaurant
Yalova,MOPAŞ,Food & Drink Shop
Yalova,Bayraklı Spor Center,Gym / Fitness Center
Yalova,Öncü Fırın,Bakery
Yalova,Yalova Balıkçısı,Seafood Restaurant
Yalova,Sena' nın Mutfagi,Turkish Restaurant
Yalova,Kadırga Yemek Salonu,Doner Restaurant
Yalova,cafestival,Café
Yalova,Yalova Deprem Anıtı,Monument / Landmark
Yalova,Yalova Kapalı Yüzme Havuzu,Pool
Yalova,Liman Pastanesi,Café
Yalova,İskele Cafe,Café
Yalova,David People,Café
Yalova,Yalova Organica Restaurant,Turkish Restaurant
Yalova,İNCEBELLİ,Café
Yalova,Kakule Cafe & Mantı,Café
Yalova,Gönül Kahvesi,Coffee Shop
Yalova,Cumhuriyet Meydanı,Plaza
Yalova,PEÇKO  FIRIN,Bakery
Yalova,Meşhur Konyalı Akdağlar Etliekmek - 2,Pide Place
Yalova,Junk Coffee&Burger,Café
Yalova,Daniel's,Coffee Shop
Yalova,Petula,Restaurant
Yalova,Yalova Sütlüsü,Dessert Shop
Yalova,Şiir Yolu,Bike Trail
Yalova,Çay ve Ötesi Dedikodu Atölyesi,Café
Yalova,Keyfi Sini,Steakhouse
Yalova,Yalova Atatürk Köşkü,Historic Site
Yalova,Yalova Sahil Künefe,Dessert Shop
Yalova,Karaca Cafe & Restaurant,Café
Yalova,Karnaval Dans Okulu,Dance Studio
Yalova,Onlar Alabalık,Garden
Yalova,Starbucks Yalova Hilton Garden Inn,Coffee Shop
Yalova,Tike Restaurant,Mediterranean Restaurant
Yalova,Club kio,Nightclub
Yalova,Kardeşler İşkembe & Kokoreç,Soup Place
Yalova,Limak Thermal Boutique Hotel,Hotel
Yalova,Ciğköfteci Sait - Ciftlikköy,Fast Food Restaurant
Yalova,Green N'bean Coffee,Café
Yalova,Yurtiçi Kargo Yalova Merkez ŞUBE,Shipping Store
Yalova,Sandal Balık,Seafood Restaurant
Yalova,Balıkçı Tamer,Seafood Restaurant
Yalova,Topuzzade Ciğercisi,Turkish Restaurant
Yalova,First Club Fitness & Spa,Gym
Yalova,Tavuk Dünyası,Fried Chicken Joint
Yalova,Hilton Garden Inn,Hotel
Yalova,Gökçedere,Hot Spring
Yalova,UZUNLAR ÇİFTLİĞİ,Farm
Yalova,Kirazli koyu,Farm
Yalova,Başka Bir Dünya Kahvaltı Evi,Breakfast Spot
Yalova,Segah Cafe & Restaurant,Italian Restaurant
Yalova,Yalova Koruköy,Mountain
Yalova,Bayraktepe,Scenic Lookout
Yalova,Nadir Cafe,Café
Yalova,Kantin77,Restaurant
Yalova,Koruköy Sahil,Beach
Yalova,Yalova Termal Tesisleri,Hot Spring
Yalova,Bülent Börekçilik,Borek Place
Karabük,NAR MARKET,Convenience Store
Karabük,Kardemir Büyük Yemekhane,Turkish Home Cooking Restaurant
Karabük,Karabük Kapalı Spor Salonu,Basketball Stadium
Karabük,Karabük Gerdan Et Restaurant,Steakhouse
Karabük,Slim Fit Fitness & Life Center,Gym / Fitness Center
Karabük,Satex Spor,Sporting Goods Shop
Karabük,Torki'nin Yeri,Dive Bar
Karabük,Enosse Cafe Restaurant,Café
Karabük,Kares Avm,Shoe Store
Karabük,tabipler lokali,Bar
Karabük,Güllü Ana Restaurant,Restaurant
Karabük,Medies Klinik,Doctor's Office
Karabük,Gaziantep Sultan A Künefe Salonu,Dessert Shop
Karabük,Çamlık Tabiat Parkı,Park
Karabük,Kutsal Toprak Arıcak Köyü,Plaza
Karabük,XFiT Fitness Center,Pilates Studio
Karabük,Cihanyurt 2 Pansiyon,Bed & Breakfast
Karabük,gaye coffe&bistro,Café
Karabük,Mekan-ı Çorba,Soup Place
Karabük,EsForm Sports,Gym
Karabük,CoffeeNjoy,Coffee Shop
Karabük,Ayışığı Cafe,Café
Karabük,Çay ve Ötesi,Café
